ncbi_id,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_name,gene_id,uniprot_id
BAA17399.1,408.314920772837,-0.03155661736653956,0.11610861721144419,0.7793087611949203,0.8443112935276296,mgtE,slr1216,P73368
BAA17400.1,250.11459815888486,0.2573525163746173,0.13084348205537244,0.041007115371031334,0.080483422136583,sll1971,sll1971,P73369
BAA17401.1,572.1336095294882,0.18048942472992477,0.10564851341532228,0.08017209313377309,0.14208231009917907,slr2070,slr2070,P73370
BAA17402.1,109.30307411956437,0.193370168178177,0.17825300678316855,0.2448778737325503,0.35156235906162575,slr2071,slr2071,P73371
BAA17403.1,83.57967323574896,0.9913208963259178,0.2180318281640815,1.1036026676851342e-6,6.107657506965575e-6,sll1969,sll1969,P73372
BAA17404.1,494.83471020778336,0.28563733194710084,0.12587156307305875,0.018916381810925927,0.04128541818164925,pmgA,sll1968,P73373
BAA17405.1,753.2100759601899,-0.29346490376556,0.10909986529483111,0.005726334521738844,0.014707905840439519,sll1967,sll1967,P73374
BAA17406.1,672.6825446270365,-0.08089236154726896,0.0989206321458101,0.40327397598009784,0.5173237325881477,ilvA,slr2072,P73375
BAA17407.1,6129.144399462509,0.26772541349449613,0.09183341648275135,0.0029879149556645817,0.008228622933457221,slr2073,slr2073,P73376
BAA17408.1,264.16318704195015,0.30376194075583046,0.13722475564715203,0.02094088224596199,0.045077457440129094,manA,slr2074,P73377
BAA17409.1,78.81937529893987,0.16266513383857323,0.19761637255531428,0.3697838056095405,0.4851227997977715,sll1965,sll1965,P73378
BAA17410.1,3575.2499571039384,0.9875104333878864,0.10736035715646139,8.359954516253165e-21,1.5680563335891072e-19,groES,slr2075,Q05971
BAA17411.1,14960.413627805689,0.9245626242019228,0.09536856027766996,9.038014353906951e-23,1.9007218065489162e-21,groEL,slr2076,Q05972
BAA17412.1,163.08855395847846,0.07873399900125162,0.16361715610672664,0.6120305626349178,0.7108833338976152,slr2077,slr2077,P73380
BAA17413.1,66.1570817355023,0.09691977904132565,0.21003415570491157,0.6121660557249728,0.7108833338976152,slr2078,slr2078,P73381
BAA17414.1,109.03659645015662,-0.46324475220004807,0.1780772485810474,0.005186232809827387,0.013530998383534611,ssl3712,ssl3712,P73382
BAA17415.1,667.3923483635473,-0.08728104977167643,0.10334929005898781,0.38808135506822,0.5032295598231403,aroC,sll1747,P23353
BAA17416.1,2997.0006470509497,-0.9794031377068907,0.12882079325136148,5.841548695483707e-15,7.239347847617308e-14,rpl12,sll1746,P23349
BAA17417.1,3370.753688946967,-1.0700532946432653,0.10261993960201796,3.2258017949538383e-26,9.100432706089283e-25,rpl10,sll1745,P23350
BAA17418.1,4848.370804758292,-0.6029848021490228,0.07893812270317557,1.0003093945531849e-14,1.213662097587256e-13,rpl1,sll1744,P36236
BAA17419.1,1701.6224473498526,-0.5971339562559256,0.08614214364938517,1.867573303620678e-12,1.894877006889986e-11,rpl11,sll1743,P36237
BAA17420.1,1859.0421254910639,-1.2346255677202613,0.08665724894454653,6.544390019097372e-47,4.0551845296906933e-45,nusG,sll1742,P36265
BAA17421.1,2349.004598165424,-1.4017119338453363,0.08959613085339026,4.1291663347571955e-56,3.1840460403572155e-54,secE,ssl3335,P38382
BAA17422.1,2183.333501046342,-1.0262246854708823,0.09621214868167216,2.7131416106634795e-27,8.116035680174375e-26,rpl19,sll1740,P36239
BAA17423.1,165.55919378591432,-0.2381727697008988,0.15142873833951107,0.09736632154992193,0.16658284542415078,slr1826,slr1826,P73383
BAA17424.1,167.74650780870834,-0.3161345169457777,0.15962542029821544,0.03602404615814256,0.07184105756824981,slr1827,slr1827,P73384
BAA17425.1,664.186543182789,-0.06635580742418191,0.09865500554606416,0.4918583166008661,0.6011794147957046,sll1739,sll1739,P73385
BAA17426.1,423.6733917956817,0.06596344380692806,0.11646134207844094,0.5614105074187674,0.6660152002540591,sll1738,sll1738,P73386
BAA17427.1,556.6037104117171,0.06671190551726267,0.11045725281279702,0.5366586394735233,0.6436935634196771,sll1737,sll1737,P73387
BAA17428.1,341.8823514060345,0.23949169664743383,0.13209718959445213,0.05946573353936184,0.11052281488033507,petF,slr1828,P73388
BAA17429.1,757.8732543930838,0.743839241861943,0.10224235575718883,1.1747942671086567e-13,1.3024077018744533e-12,slr1829,slr1829,P73389
BAA17430.1,500.40239122068874,0.5796025754077903,0.11103830528368412,8.4903641673124985e-08,5.590429537110885e-7,phbC,slr1830,P73390
BAA17431.1,167.9551985933192,0.28611027837200653,0.15298809301281133,0.04870046742572378,0.0932142819891739,sll1736,sll1736,P73391
BAA17432.1,245.0431056361406,0.27285936804899147,0.14119733529249226,0.04363417121695058,0.08477635729161172,sll1735,sll1735,P73392
BAA17433.1,268.4196016554115,-0.4265162901376298,0.13035762576818372,6.80420391197696e-4,0.002227413922128307,sll1734,sll1734,P73393
BAA17434.1,342.6663675973492,-0.6422479105614756,0.11875787602919365,2.5506501870577367e-8,1.8099705826360625e-7,ndhD3,sll1733,P73394
BAA17435.1,373.5766242077659,-0.6910785015503407,0.1246011494759022,1.0830588788530845e-8,7.895408213487822e-8,ndhF3,sll1732,P73395
BAA17436.1,300.34196435411934,-0.11834435039512275,0.134106990314796,0.358194565296752,0.4725989131481861,sll1730,sll1730,P73396
BAA17437.1,223295.71005434587,-1.604636439051386,0.08160336359262811,4.655187864063339e-87,4.8950005722120565e-85,psaA,slr1834,P29254
BAA17438.1,209684.03178873513,-1.6691281367766058,0.08575732245005332,3.021900356532394e-85,2.995998353476402e-83,psaB,slr1835,P29255
BAA17439.1,83.64938462356146,0.16204153121895232,0.1875043543157208,0.3513923610042136,0.46610531065925886,sll1726,sll1726,P73399
BAA17440.1,225.36436366141274,0.5535639600515752,0.14764613708032048,8.545737272928505e-5,3.4084722226507947e-4,sll1725,sll1725,P73400
BAA17441.1,122.58401310944481,0.7846257359043184,0.18295346585530511,5.242869514455233e-6,2.576877792515532e-5,icsA,sll1724,P73401
BAA17442.1,128.63655107410455,0.9481210509555161,0.179285211528398,2.741011294258794e-8,1.9331929250158566e-7,sll1723,sll1723,P73402
BAA17443.1,412.99881088011705,1.0572692621689417,0.14189362974431524,1.7798768843650373e-14,2.1007390437913876e-13,sll1722,sll1722,P73403
BAA17444.1,389.559703347862,0.24914396767688482,0.1241700926813214,0.037865267595445694,0.07499750982068712,slr1837,slr1837,P73404
BAA17445.1,908.2148486155049,-0.2899415891028224,0.11064289683725269,0.007025398095358698,0.017525297474115752,pdhB,sll1721,P73405
BAA17446.1,518.6897257988961,-0.035745144327869585,0.11226311153618032,0.750439734007471,0.8206825959678299,ccmK,slr1838,P73406
BAA17447.1,1022.3137779957467,0.07750232516376007,0.1072109121375538,0.45953943373524797,0.5721570990532151,ccmK,slr1839,P73407
BAA17448.1,597.3152526452233,0.1400228005821528,0.10397337352410786,0.16858916340647714,0.26139606658645026,slr1840,slr1840,P73408
BAA17449.1,84920.561405618,-0.3006010198584085,0.09564697063917534,0.0018009006747838618,0.005295868933474577,slr1841,slr1841,P73409
BAA17450.1,435.377319253119,0.19509073677002692,0.12631588329054844,0.110036720983426,0.18392457698096734,cysK,slr1842,P73410
BAA17451.1,1874.06695078635,0.1562180978195595,0.1057534127740131,0.13342789685491244,0.21504635489389046,zwf,slr1843,P73411
BAA17452.1,1041.1993566297065,0.1404752628614602,0.0931035254539545,0.12467078402391175,0.2038678701993279,uvrA,slr1844,P73412
BAA17453.1,212.02330662123114,0.1814982628604913,0.13651269468699795,0.16646938859871926,0.2589192193803478,sll1717,sll1717,P73413
BAA17454.1,106.0310873858453,0.635235302369145,0.18268425779912562,2.0056855608813933e-4,7.298796215704689e-4,sll1716,sll1716,P73414
BAA17455.1,44.24499291474329,0.5608518704703063,0.2734871732372353,0.017002323698374948,0.03767436988081806,sll1715,sll1715,P73415
BAA17456.1,48.20448439964232,0.34559998847264145,0.2391186871847908,0.10046616145398504,0.17147938034693955,sll1714,sll1714,P73416
BAA17457.1,1705.5603229766514,0.10975418699286432,0.10151437240262333,0.26644783598072536,0.3740186047140441,hisC,sll1713,P73417
BAA17458.1,6241.67338151963,0.04130316467103223,0.08981895402260988,0.6154675598073961,0.714032909572606,sll1712,sll1712,P73418
BAA17459.1,254.74561163282192,-0.11733338167709921,0.1297467268665223,0.34752877720497366,0.4626198508860637,sll1469,sll1469,P73419
BAA17460.1,4453.176945073579,0.5195029546833408,0.08635258573664611,9.755268562275054e-10,7.946192936876629e-9,slr1535,slr1535,P73420
BAA17461.1,960.333981949599,0.5670285239822401,0.11959103847878007,9.675270350132844e-7,5.406310485500962e-6,recQ,slr1536,P73421
BAA17462.1,207.81075945303584,-0.1499403822628421,0.14431680522614088,0.2764757925434796,0.38559927657792376,slr1537,slr1537,P73422
BAA17463.1,236.50897217656063,-0.7404082144705227,0.1361362456337217,1.7172671500832862e-8,1.2337302299770193e-7,cbiD,slr1538,P73423
BAA17464.1,602.9520525369425,0.037806528129901804,0.10424378359259245,0.7116468308757085,0.7894547644305333,slr1540,slr1540,P73424
BAA17465.1,266.28665117823505,0.0392881208089847,0.13247630706774707,0.7587903776524493,0.8278683032758182,slr1541,slr1541,P73425
BAA17466.1,226.95811756165614,-0.3279575253901732,0.1356966825535642,0.011686151835924405,0.027362312328379004,slr1542,slr1542,P73426
BAA17467.1,251.0089409049913,0.00882391912746643,0.1306927967256263,0.945183289349595,0.9646429453067924,slr1543,slr1543,P73427
BAA17468.1,1092.6384595955233,-0.1275603581431336,0.10086833894464059,0.193629879272723,0.29263749175799164,bhy,sll1468,P73428
BAA17469.1,153.2157142491156,0.1527077954869542,0.16558523109960746,0.3275123023073444,0.44066215161166544,ssr2595,ssr2595,P73429
BAA17470.1,167.778842391859,-0.26689148984904987,0.15895058264664952,0.07500800060315703,0.1343715860056556,slr1544,slr1544,P73430
BAA17471.1,8294.105955323434,-0.5539147765676429,0.08566543382813183,5.1945654918991616e-11,4.669725973287589e-10,sigG,slr1545,P73431
BAA17472.1,1450.7732745533974,-0.48714127336451735,0.0986977243895135,4.487770636863112e-7,2.6849248465370685e-6,slr1546,slr1546,P73432
BAA17473.1,750.9015167176656,-0.2795556501869844,0.10518196236032842,0.006447070511141644,0.016246430409340235,slr1547,slr1547,P73433
BAA17474.1,448.0711231081361,-0.2790987819558644,0.10919428508139994,0.008340349118656012,0.020485516075001507,sll1466,sll1466,P73434
BAA17475.1,104.06752619966744,0.16269375575076295,0.17811965310027325,0.3273577834755338,0.4406251003336316,ssl2823,ssl2823,P73435
BAA17476.1,575.2830923234657,-0.02866717343203987,0.11277275383151476,0.7932627613284562,0.8551170493351175,sll1464,sll1464,P73436
BAA17477.1,2412.8655654904396,-0.4015405760094493,0.0908074499182674,6.601007285466184e-6,3.18131878896773e-5,ftsH4,sll1463,P73437
BAA17478.1,259.6888098789905,0.12747530210184155,0.12864056642425878,0.30424785380026564,0.4169589465588159,hypE,sll1462,P73438
BAA17479.1,373.14169777169263,0.1324947867266815,0.11869563451079009,0.2502960383023688,0.3572350253020774,sll1461,sll1461,P73439
BAA17480.1,169.0667770350879,0.2839195682642795,0.15265899029200916,0.05034826615517357,0.09567824948436598,sll1459,sll1459,P73440
BAA17481.1,695.5348701130794,-0.5602287703642782,0.10883874637291942,1.290492980557855e-7,8.370113350534125e-7,def,slr1549,P73441
BAA17482.1,240.82072239346647,-0.08480539022932297,0.135824195983979,0.5149526083181102,0.6234771635951997,ssr2611,ssr2611,P73442
BAA17483.1,1148.5052163837552,-0.30367894048681376,0.09629994745676697,0.001281915976385327,0.003915711653219265,lysS,slr1550,P73443
BAA17484.1,469.90518055061636,0.1401232679128616,0.11317740177210969,0.20363315118900374,0.3044407732123408,rfbJ,sll1457,P73444
BAA17485.1,325.04298441514584,-0.10804477103901174,0.13873808263175266,0.41666040030402623,0.5305730602036591,sll1456,sll1456,P73445
BAA17486.1,502.7929999865232,-0.4793405363615383,0.11085820863531819,8.695620036235908e-6,4.1108721424711995e-5,slr1552,slr1552,P73446
BAA17487.1,85.05288447229404,-0.21043277907044744,0.21207894615134656,0.2713162042781537,0.3794708701512267,sll1455,sll1455,P73447
BAA17488.1,1089.068734297075,-0.926596355134747,0.10489623539609681,2.3736797878865015e-19,3.885221162248189e-18,narB,sll1454,P73448
BAA17489.1,1673.3658674440292,-0.7093198821888632,0.10738761368317681,1.3614131977533184e-11,1.2837238576641346e-10,nrtD,sll1453,P73449
BAA17490.1,3491.120272921027,-0.7097913207129732,0.11233607447256563,9.144754325064795e-11,8.05388261623727e-10,nrtC,sll1452,P73450
BAA17491.1,1329.7897687854984,-0.6804349705353495,0.12203119644094497,9.00800936514232e-9,6.664774519625554e-8,nrtB,sll1451,P73451
BAA17492.1,1730.8005697514059,-0.2567922492100265,0.13193970462114726,0.04304241448156646,0.08386141395341697,nrtA,sll1450,P73452
BAA17493.1,133.54642040853048,0.5792502221090224,0.17316103164243793,3.6420629859167174e-4,0.0012664736974105245,sll1634,sll1634,P73453
BAA17494.1,153.51094312793415,-0.1723596164359627,0.15075844716029926,0.22918166372663631,0.33398869755502586,slr1748,slr1748,P73454
BAA17495.1,1387.8975751996293,-0.18590743158666773,0.09527635899554657,0.04638083201461708,0.0895113943774868,repA,ssl3177,P73455
BAA17496.1,5508.100964031451,-0.22360172917512547,0.08142109664492236,0.005377633464113739,0.01393606282335674,ftsZ,sll1633,P73456
BAA17497.1,614.6481167115653,0.4078540677693905,0.10429416981150555,6.188085575299257e-5,2.532152941779295e-4,sll1632,sll1632,P73457
BAA17498.1,2143.8977072250177,-0.13680879588394448,0.09054366665997375,0.12393086664233625,0.20294483588905465,prc,slr1751,P73458
BAA17499.1,460.6718343328277,-0.12189351723118413,0.1266870599044717,0.319214376735467,0.4328541958859205,slr1752,slr1752,P73459
BAA17500.1,224.7780640836127,0.029722832863550007,0.13107476147056898,0.81469758972172,0.8730699926912812,sll1144,sll1144,P73460
BAA17501.1,282.99286802029553,-0.003651284303188823,0.1270518095222064,0.9753312218814632,0.9835511014032773,slr1218,slr1218,P73461
BAA17502.1,110.49063348335405,-0.13447771744255688,0.1662666799777245,0.38994866475522727,0.5042486031790643,ureE,slr1219,P73462
BAA17503.1,1536.521111952886,-0.1715249633027563,0.10036587321272337,0.08075347341495046,0.14269649845921265,slr1220,slr1220,P73463
BAA17504.1,217.59281158989438,-0.4049896027987757,0.14057503578663155,0.002607587610323051,0.007291159555053173,slr1222,slr1222,P73464
BAA17505.1,1212.8180777891066,-0.44433366582705264,0.09050793107218752,5.604649683563172e-7,3.2521963882883287e-6,uvrD,sll1143,P73465
BAA17506.1,210.25685246884012,0.07188423994600684,0.1365531532967954,0.5849442393308334,0.6855225635947959,sll1142,sll1142,P73466
BAA17507.1,395.8362586107884,0.3726858719673849,0.11976129305075885,0.0013061794918732827,0.003982814443585493,sulA,slr1223,P73467
BAA17508.1,307.1552914828038,-0.04291859298874822,0.12272244500469116,0.7174434525377966,0.7936017788671197,malK,slr1224,P73468
BAA17509.1,392.2596459624739,0.018288491810716043,0.11484501083353386,0.8714923236989133,0.9118028987105709,pknA,slr1225,P73469
BAA17510.1,151.4995141602831,0.05289282657417072,0.17720673248972427,0.7500656932767471,0.8205321423929107,sll1138,sll1138,P73470
BAA17511.1,494.6962871916667,0.47893309649158383,0.11495522347604605,1.7803577030905444e-5,7.971408038353792e-5,purC,slr1226,P73471
BAA17512.1,3488.8551449814295,0.05453473709466133,0.09032091530124722,0.538728029742507,0.6457292791732294,IAP75,slr1227,P73472
BAA17513.1,1617.1955496226487,-0.30227177099529984,0.08749739346695413,4.3821238599276016e-4,0.001496650570270549,prfC,slr1228,P73473
BAA17514.1,298.85838116852824,-0.4447465331353166,0.1285048955029871,3.282224342164661e-4,0.0011504362088193307,slr1229,slr1229,P73474
BAA17515.1,78.21592581574546,-0.13638549177375262,0.18941388196082948,0.4350230054543447,0.5491196176524468,slr1230,slr1230,P73475
BAA17516.1,285.1836316851838,-0.1650276356993984,0.13740276786279976,0.21045453979761708,0.3126186871137548,sll1135,sll1135,P73476
BAA17517.1,209.39854849430552,-0.16180395351768548,0.146699426837207,0.24722690309516995,0.3540183860847454,slr1232,slr1232,P73477
BAA17518.1,383.98609305571114,0.08103772121854055,0.11361598179347279,0.4645459032793132,0.5765287140125954,ssr2047,ssr2047,P73478
BAA17519.1,823.2002748424636,0.07462263028681192,0.10286832525046281,0.45903022829521395,0.5719335339979865,frdA,slr1233,P73479
BAA17520.1,56.96205923509095,0.1265759558407103,0.2197128132230076,0.5218356329126361,0.6302713700685163,bchB,ssr2049,P73480
BAA17521.1,464.5054080748845,0.11621160532812627,0.1146891152538508,0.29840422442191095,0.40992187598734403,slr1234,slr1234,P73481
BAA17522.1,651.349166511807,0.0010846880653510662,0.11786826690200039,0.9933848441915175,0.9953928412776685,slr1235,slr1235,P73482
BAA17523.1,221.89673865954447,0.4409080996759646,0.145132817991451,0.0014382887125656445,0.0043398798544372055,slr1236,slr1236,P73483
BAA17524.1,276.1425927218391,-0.04330524672966611,0.26874979198758564,0.8460652618845289,0.8950751398595473,ssl2250,ssl2250,P73484
BAA17525.1,451.4387935104862,-0.35816328463166536,0.12814484444862012,0.0037332038849641467,0.010088954424318994,sll1132,sll1132,P73485
BAA17526.1,339.009359961255,-0.3053268222581702,0.12097614509790422,0.00907988041874903,0.022032996540600796,sll1131,sll1131,P73486
BAA17527.1,148.4024803261873,0.30669553056592314,0.1552209609686075,0.0371422412108699,0.07385878338207366,codA,slr1237,P73487
BAA17528.1,3635.9323015211125,0.26689791167394167,0.1098025064977176,0.01260928387168184,0.02911125418146107,sll1130,sll1130,P73488
BAA17529.1,3629.4824507409953,0.2677560316952654,0.09749123081271353,0.005205812745004884,0.013571878456173515,ssl2245,ssl2245,P73489
BAA17530.1,381.69756839742314,0.15081965144564272,0.11495452198962185,0.17783004574656214,0.2734028616484584,todF,sll1129,P73490
BAA17531.1,103.66660517513881,-0.055587264699487146,0.19431684418830097,0.7542633985754329,0.8243445647422841,ssr2060,ssr2060,P73491
BAA17532.1,265.64046255733814,-0.08193997744239842,0.1357440124329718,0.5299119395966907,0.6371429072766863,grxC,ssr2061,P73492
BAA17533.1,990.5454757428141,-0.25614144620387697,0.10278391506146563,0.010577463714778194,0.02505378777493538,gshB,slr1238,P73493
BAA17534.1,1849.165335480873,-1.0721139773939479,0.11506029535716862,2.0530278182966917e-21,3.979891915915933e-20,ssr2062,ssr2062,P73494
BAA17535.1,228.18547482188902,0.9583378607204265,0.15123809735291213,5.373450445954184e-11,4.818055051023519e-10,menB,sll1127,P73495
BAA17536.1,6803.867684099689,-0.31527200876530703,0.09697560095070262,8.943959970332513e-4,0.0028420825180452214,pntA,slr1239,P73496
BAA17537.1,619.9841819655064,-0.274746540932884,0.13807725289314254,0.037866177869119264,0.07499750982068712,slr1240,slr1240,P73497
BAA17538.1,271.50379825024027,0.021854098049787513,0.26406674689319937,0.9245080730410422,0.9491251519089989,slr1241,slr1241,P73498
BAA17539.1,150.41746232925095,0.03714164687964139,0.1704044954818549,0.8180071519454776,0.8749953197443918,ssr2067,ssr2067,P73499
BAA17540.1,1142.1495531851638,-0.4936121124850001,0.09834721723863485,2.916218862451017e-7,1.810246771503583e-6,pntB,slr1434,P73500
BAA17541.1,278.1773755935079,-0.09738512362699928,0.12286073414300226,0.41243425951337015,0.526544106148416,pmbA,slr1435,P73501
BAA17542.1,395.23137594238904,0.2767248402340152,0.1198222316412462,0.017234896655808296,0.03801976566793057,slr1436,slr1436,P73502
BAA17543.1,568.009827207144,-0.17275046638678326,0.1386564494039871,0.1936135032062403,0.29263749175799164,slr1437,slr1437,P73503
BAA17544.1,1442.1747529921092,-0.5654791579137554,0.14862460968920427,6.565222354682039e-5,2.667602057464482e-4,slr1438,slr1438,P73504
BAA17545.1,1775.322395348751,-0.1940799858963678,0.08787639478655875,0.024694122629634007,0.051838236857126435,ileS,sll1362,P73505
BAA17546.1,130.44950492642957,0.3159771261609928,0.16101963478435222,0.037772089512333865,0.07493948005019926,ssr2406,ssr2406,P73506
BAA17547.1,486.4226546253369,-0.35330741167465685,0.1121776403347009,0.0011928183988299038,0.003675914603854144,dnaX,sll1360,P73507
BAA17548.1,64.31596017081392,0.5099878444330875,0.2294114429272939,0.013156115753006667,0.030239892508382483,slr1440,slr1440,P73508
BAA17549.1,652.5940042370619,0.17735281172690204,0.2518263168125884,0.4164892492799176,0.5305498146113488,sll1359,sll1359,P73509
BAA17550.1,1548.3771847792261,0.6277496183327862,0.1291455110029811,4.901508675644501e-7,2.892556990558915e-6,sll1358,sll1358,P73510
BAA17551.1,2051.6716967417547,0.1309100488180963,0.12558050851468663,0.2819277740943952,0.3917971306718384,glgP,sll1356,P73511
BAA17553.1,318.75732900266013,0.057868238197466705,0.12505353491610902,0.633445966305284,0.7276066170601065,sll1355,sll1355,P73513
BAA17554.1,425.4694039157272,0.053383400187406116,0.11113725514858118,0.6229899806566621,0.7189142776450341,slr1442,slr1442,P73514
BAA17555.1,350.57902235918016,-0.18319380751191172,0.11947179966987029,0.11358011391412681,0.18839531323232314,pknA,slr1443,P73515
BAA17556.1,225.7701398350663,2.0024474574944064,0.15487114168132507,2.9400014187246375e-39,1.5226574511902227e-37,slr1444,slr1444,P73516
BAA17557.1,132.76617334942515,0.8160311580991598,0.18825871894782956,4.04932130051079e-6,2.0363978134452813e-5,ssr2422,ssr2422,P73517
BAA17558.1,724.602294967138,-0.09406999295044932,0.10202789102400783,0.345711282627321,0.46075221938613203,recJ,sll1354,P73518
BAA17559.1,371.87015285903715,-0.13115514217891688,0.11859191278062593,0.25448599556768503,0.36176419689466083,sll1353,sll1353,P73519
BAA17560.1,128.87537346284654,0.12460041794522532,0.177660737981857,0.4543630748673636,0.5677493229347323,sll1352,sll1352,P73520
BAA17561.1,162.93668719422274,-0.06477739519509694,0.1476086355906153,0.6450211741219232,0.7367424207383388,cscK,slr1448,P73521
BAA17562.1,339.34423320405006,0.21542530398152898,0.12080133074026192,0.06589775115031615,0.12105092455881263,slr1449,slr1449,P73522
BAA17563.1,66.43949632308792,0.6110419231760181,0.24102352538122807,0.004475838858647572,0.011892159907738955,slr1450,slr1450,P73523
BAA17564.1,311.0974463291451,-0.4040846702828506,0.1220008791803757,6.113355949932919e-4,0.0020203185853587837,sll1350,sll1350,P73524
BAA17565.1,135.18193371085223,0.37508656167353527,0.1647696430720754,0.01563474975033178,0.035001665570097595,cbbZp,sll1349,P73525
BAA17566.1,391.28621286409305,0.20861417638027507,0.11874211582592485,0.07034774277425414,0.127668168389982,sll1348,sll1348,P73526
BAA17567.1,1519.94216888534,0.0857241700568896,0.10089996713906065,0.3896999163687958,0.5042486031790643,ribH,sll1282,P73527
BAA17568.1,2263.455843851843,-0.2869917495680617,0.10934721629727324,0.006993203930328972,0.017457854416001103,ycf9,sll1281,P73528
BAA17569.1,698.3824039401701,-0.14005829664628908,0.11070560314500061,0.1930289644279598,0.29211099283254277,sll1280,sll1280,P73529
BAA17570.1,10459.235145602946,-0.6442113702346749,0.07991627980614865,2.9711515778698707e-16,4.0590141634678946e-15,rps1a,slr1356,P73530
BAA17571.1,106.30763805437354,-0.30597623925308337,0.17719573429263874,0.0639442746954301,0.11802480488996939,slr1357,slr1357,P73531
BAA17572.1,193.82125908977625,0.09863962898596362,0.14678161660441424,0.4821410552807,0.5930625529330127,recF,sll1277,P73532
BAA17573.1,837.8037941245562,-0.21214449007945357,0.09908302538847966,0.028559772839551134,0.05860580233781339,sll1276,sll1276,P73533
BAA17574.1,1527.977753544442,-0.6955605401945272,0.0884343389569815,1.3314810661594732e-15,1.7500906437777926e-14,pyk2,sll1275,P73534
BAA17575.1,221.71329031320596,0.4230623662590655,0.14287322715605555,0.0019384484374760265,0.005616074205824155,slr1362,slr1362,P73535
BAA17576.1,185.89033285009103,-0.16501405565540445,0.14306583779381088,0.22784137847506522,0.332328534387758,sll1274,sll1274,P73536
BAA17577.1,627.4910946681348,-0.2778040980090591,0.10097943594815696,0.004867807978182585,0.012825583663093068,slr1363,slr1363,P73537
BAA17578.1,1121.2881609221988,-0.5104253779394757,0.10544104366538555,6.984599536811026e-7,3.999432408041958e-6,bioB,slr1364,P73538
BAA17579.1,651.5985734530432,-0.48178638378202393,0.11535682862619064,1.654603268018688e-5,7.456458883149151e-5,bioY,slr1365,P73539
BAA17580.1,196.1676570899953,-0.3042918458138862,0.14876245712330496,0.031539516275988215,0.0640012406302217,lspA,slr1366,P73540
BAA17581.1,559.5422161985555,0.06278043740183963,0.1130078028959668,0.5687828459980314,0.6726291442959667,sll1273,sll1273,P73541
BAA17582.1,273.1462197252141,0.3740241674394039,0.13524816070751125,0.003931507415435534,0.01055907951359234,sll1272,sll1272,P73542
BAA17583.1,392.59478204774706,-1.9441338623796514,0.132458274825289,9.084165183929314e-50,6.304410637646945e-48,sll1271,sll1271,P73543
BAA17584.1,1595.5526186240543,-2.6230692088230696,0.10462829912511629,7.233002229667694e-140,1.1951675112831856e-137,glnH/glnP,sll1270,P73544
BAA17585.1,2717.7620189228646,0.819351278667914,0.08861249572169375,6.6609329342982925e-21,1.2561650696747325e-19,ssl2501,ssl2501,P73545
BAA17586.1,4764.337861834632,0.8996503654547423,0.08741265503026716,1.9122572173573755e-25,5.0652920184962545e-24,glgP,slr1367,P73546
BAA17587.1,382.8905121983768,1.1685855155836142,0.12537094174563304,1.9992464346347443e-21,3.9194266260918435e-20,cbiT,slr1368,P73547
BAA17588.1,837.3404823736402,-1.7240384912754474,0.10152671137891384,1.2362173665005728e-65,1.0213510147040447e-63,cdsA,slr1369,P73548
BAA17589.1,737.724961789636,0.30547013666811496,0.10904805408186644,0.0040320392881967385,0.010787337185846324,sll1268,sll1268,P73549
BAA17590.1,1922.2471927438028,0.23647160723778785,0.11170254622680018,0.029287710273222335,0.05988706814854538,sll1267,sll1267,P73550
BAA17591.1,2739.8044167725798,0.007574877968578308,0.08339405677465234,0.9277208147462602,0.951297643962625,sll1265,sll1265,P73551
BAA17592.1,517.4329976407664,-0.19375207490573929,0.11597310923406662,0.08525605967207202,0.149187356057534,sll0877,sll0877,P73552
BAA17593.1,432.9154621328934,-0.5457551002915563,0.12698174425901762,8.494892928269401e-6,4.021456815974736e-5,mscL,slr0875,P73553
BAA17594.1,103.28453521412695,0.049133302804310594,0.18674669755142637,0.779143539342688,0.8443112935276296,ruvA,sll0876,P73554
BAA17595.1,334.8661053523323,-0.05418437627404227,0.11618033945583534,0.6306002559126433,0.7248038714862115,sll0875,sll0875,P73555
BAA17596.1,895.8133771626863,0.169355431712839,0.10002960163369128,0.08395560211762011,0.14743215554055758,slr0876,slr0876,P73556
BAA17597.1,8051.649075616161,0.38284467584393167,0.08167674441609235,1.959563752522008e-6,1.0493342934029888e-5,ssr1480,ssr1480,P73557
BAA17598.1,2288.870280437131,0.07384132360512492,0.08667789805497685,0.3896657888384555,0.5042486031790643,slr0877,slr0877,P73558
BAA17599.1,274.8090635808047,0.49117037572106725,0.13714383873126412,1.8951658073521378e-4,6.944271754500441e-4,slr0878,slr0878,P73559
BAA17600.1,255.90489895316523,0.6381727166928297,0.14860401423306374,6.875534114816198e-6,3.3044464513036296e-5,gcvH,slr0879,P73560
BAA17601.1,312.6146724762911,0.32219340261563695,0.12375950906698747,0.007045541891727869,0.017538041868217866,slr0880,slr0880,P73561
BAA17602.1,386.1668429625359,0.7700658260340196,0.11911252339466903,3.135046751293312e-11,2.900963260530078e-10,napC,sll0873,P73562
BAA17603.1,2397.552760930021,1.7507919268591967,0.09440731540325852,9.59912300198187e-78,8.76551495180976e-76,ssl1633,ssl1633,P73563
BAA17604.1,193.54400826154958,0.2691203985068713,0.14295637023133273,0.04896092802298559,0.09350270789199781,slr0881,slr0881,P73564
